label,nodeType,order,path,price,description,ingredients,link,imageLink
Chicken Raja Rani Kabab,ProductType,9,"Inventory,Food,Restaurant,Chicken Kabab Starters,NonVegeterian,",150,,,,
Chicken Malai Tikka,ProductType,10,"Inventory,Food,Restaurant,Chicken Kabab Starters,NonVegeterian,",150,,,https://drive.google.com/file/d/1tePbOcbEaGdiDfnZ_OqEtCeokBlfzz5V/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMalaiTikka.jpg
Chicken Haryali Tikka,ProductType,11,"Inventory,Food,Restaurant,Chicken Kabab Starters,NonVegeterian,",180,,,https://drive.google.com/file/d/1EVKMsA4o2BVaNjB7vA9EBVufwqUDhRw1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenHaryaliTikka.jpg
Paneer Tikka Kabab,ProductType,12,"Inventory,Food,Restaurant,Chicken Kabab Starters,NonVegeterian,",160,,,,
Chicken Special Handi,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/1cBT0VRaDXGprH4oG_4bZYPyXdXnn9VI9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220216/ChickenSpecialHandi.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Chicken Special Handi,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Chicken Special Handi,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg
Chicken Maharaja Handi,ProductType,4,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",800,,,https://drive.google.com/file/d/13_McaKkmW74OzgH-aj7BJ3UrkB6pEsdS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food04182022/ChickenMaharajaHandi1.jpg
Chicken Zaika Handi,ProductType,5,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",850,,,https://drive.google.com/file/d/1XyYCegEaS6-5TPZf8RoYQ4zg0F-HBlj8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenZaikaHandi.jpg
Chicken Peshawari Handi,ProductType,6,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",800,,,https://drive.google.com/file/d/1VyR93fTWmll2iKU4bprCDc_5eIHV1PjL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenPeshawariHandi.jpg
Chicken Dehali Handi,ProductType,7,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",800,,,https://drive.google.com/file/d/1vs9jyzGHfDe8-OV0NJYrrKlOGdiqedi4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenDehaliHandi.jpg
Chicken Lakhnowi Handi,ProductType,8,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",850,,,https://drive.google.com/file/d/1-wkyTQu1LSvWvrGnbTxckLvdGF77uN7n/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenLakhnowiHandi.jpg
Chicken Jaipuri Handi,ProductType,9,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",850,,,https://drive.google.com/file/d/1I4pFVB3QTjxYMOc_PZwxC0rmvqjH6YUT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenJaipuriHandi.jpg
Chicken Stew Handi,ProductType,10,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",850,,,https://drive.google.com/file/d/1USyH4taaKmkA-xV8P4SsWSiBMSQAYcfP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenStewHandi.jpg
Chicken Chatpata Handi,ProductType,11,"Inventory,Food,Restaurant,Chicken Special Handi,NonVegeterian,",850,,,https://drive.google.com/file/d/1Vic-Gb1R4737hgnYDp7GK7ARP01k7XrU/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220828/ChickenChatpataHandi.jpg
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,//,,,,,
