label,nodeType,order,path,price,description,link,imageLink,Zomato
Cheese Grilled Sandwich,ProductType,12,"Inventory,Food,Cafe,Sandwich,Vegeterian,",60,"Tomato Cucumber,Mayonnise, Cheese ",https://drive.google.com/file/d/13F__b0WitvKxjZ99DyU5CX5Jmrlv_SLq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheeseGrilledSandwich.jpg,80
Cheese Paneer Sandwich,ProductType,13,"Inventory,Food,Cafe,Sandwich,Vegeterian,",70,"Tomato,Cucumber,Mayonnaise,Cheese ",https://drive.google.com/file/d/1f6mN4G55Bv90M4qTVUzorNOmIIv1L92f/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheesePaneerSandwich.jpg,90
Cheese Blast Sandwich,ProductType,14,"Inventory,Food,Cafe,Sandwich,Vegeterian,",80,"Tomato,Capsicum,Onion ",https://drive.google.com/file/d/1f7sSM19_YUQ-wdmVZH-vLtClozGvnfFd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/CheeseBlastSandwich.jpg,100
Chocolate Toast Sandwich,ProductType,15,"Inventory,Food,Cafe,Sandwich,Vegeterian,",70,Filling Of Choco Sauce ,https://drive.google.com/file/d/1IwEZ2IDMiGKPSVaefLtZtbKJq-WYMWQ7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/ChocolateToastSandwich.jpg,80
Corn and Cheese Sandwich,ProductType,16,"Inventory,Food,Cafe,Sandwich,Vegeterian,",70,"American Corn, Cheese ",https://drive.google.com/file/d/1C6mulNMYblbAppD5QihOHUBSj_uM2ot6/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CornCheeseSandwich.jpg,90
Corn and Cheese Paneer,ProductType,17,"Inventory,Food,Cafe,Sandwich,Vegeterian,",80,,https://drive.google.com/file/d/1zpaS_FSw0fkkIOhiyB0uiL77zhFUcMmB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CornCheesePaneer.jpg,
Corn Paneer Toast,ProductType,18,"Inventory,Food,Cafe,Sandwich,Vegeterian,",70,"Corn,Capsicum,Onion,Paneer,Cheese ",https://drive.google.com/file/d/1GtL6NsSRtd7hvIaWcmo11I5PPre8ZZMM/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CornPaneerToast.jpg,
Chilli Cheese Toast,ProductType,19,"Inventory,Food,Cafe,Sandwich,Vegeterian,",70,"Capsicum, Jalapeno Slices,Cheese ",https://drive.google.com/file/d/1i4pNFnkq7hRx85mB7PiM6U8R9Uin7H0X/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/ChilliCheeseToast.jpg,90
Masala Sandwich,ProductType,20,"Inventory,Food,Cafe,Sandwich,Vegeterian,",60,Tomato Dices and Onion ,https://drive.google.com/file/d/1ynl6zTPoCCGCtpTcK7qQLtPan0arPoEM/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaSandwich.jpg,80
Masala Cheese Sandwich,ProductType,21,"Inventory,Food,Cafe,Sandwich,Vegeterian,",70,"American Corn,Cheese, Paneer Dices",https://drive.google.com/file/d/1K4GRly3fNLpwS2djatai1HFwaIcgV3vk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/MasalaCheeseSandwich.jpg,90
Paneer Tandoori Sandwich,ProductType,22,"Inventory,Food,Cafe,Sandwich,Vegeterian,",80,"Green Chilli,Capsicum,Onion, Paneer ",https://drive.google.com/file/d/1Y5QXe-9i8bgV1HKXYjRzYnINKeWz1cj0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTandooriSandwich.png,100
Cheese Paneer Tandoori Sandwich,ProductType,23,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,"Green Chilli,Capsicum,Onion, Paneer,Cheese ",https://drive.google.com/file/d/1F-cZVa6EnDhJiKdnu82oNl3JArAXtq7r/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/CheesePaneerTandooriSandwich.jpg,
Mushroom Cheese Sandwich,ProductType,24,"Inventory,Food,Cafe,Sandwich,Vegeterian,",80,Filling Of Mushroom ,https://drive.google.com/file/d/1oMWgf2vw5AKe3dsM10rVJfpzBPPZDViR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/MushroomCheeseSandwich.jpg,
Paneer Tikka Sandwich,ProductType,25,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,"Mccain Tikki, Paneer Dices,Tomato Cucumber ",https://drive.google.com/file/d/1AeTUjLExBZTAad2OXYyOBmQjNrNUZhsY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTikkaSandwich.jpg,100
Cheese Paneer Tikka Sandwich,ProductType,26,"Inventory,Food,Cafe,Sandwich,Vegeterian,",95,"Mccain Tikki, Paneer Dices,Tomato Cucumber,capsicum",https://drive.google.com/file/d/1CGqZ7-cPcE-tEsecq0Z4UHTtIFX_blg1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CheesePaneerTikkaSandwich.jpg,105
Club Sandwich,ProductType,27,"Inventory,Food,Cafe,Sandwich,Vegeterian,",100,,https://drive.google.com/file/d/1nxOABGgtnqg4YE7Te46VskBSU9f5Zh1F/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ClubSandwich.jpg,110
Garlic Bread,ProductClass,1,"Inventory,Food,Cafe,",,,https://drive.google.com/file/d/1OXT30UdnaqeMo-dv1NbdWLEnp2mVwRQA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GarlicBread.jpg,100
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Garlic Bread,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Garlic Bread,",,,,,
Cheese Garlic Bread,ProductType,4,"Inventory,Food,Cafe,Garlic Bread,Vegeterian,",80,"Butter Garlic Dices, Cheese and Butter ",https://drive.google.com/file/d/1yUhtKoZxXnW4RAQZaLxq-d2yz5OeSvht/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheeseGarlicBread.jpg,100
Cheese and Paneer Garlic Bread,ProductType,5,"Inventory,Food,Cafe,Garlic Bread,Vegeterian,",85,"Paneer Dices,Garlic Dices, Cheese and Butter",https://drive.google.com/file/d/1Si0vlsgjTVh-AeVI_WaidwTsYhCtApie/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CheesePaneerGarlicBread.jpg,
Potato Garlic Bread,ProductType,6,"Inventory,Food,Cafe,Garlic Bread,Vegeterian,",100,,https://drive.google.com/file/d/1OB9ZqEjf7mZDLXrVYSFc08Ln8fCDA6UX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/PotatoGarlicBread.jpg,120
Fast-Food,ProductClass,1,"Inventory,Food,Cafe,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/fastfood1.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Fast-Food,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Fast-Food,",,,,,
French Fries,ProductType,4,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",70,,https://drive.google.com/file/d/1OkJBwMbikkeQriYIH41haxxTopeFdL7y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FrenchFries.jpg,90
Masala French Fries,ProductType,5,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",70,,https://drive.google.com/file/d/1ZX5dvhtkS9aNmwQrVf0jstl51VjIJcg4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaFrenchFries.jpg,90
Masala Cheese French Fries,ProductType,6,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",80,,https://drive.google.com/file/d/1IZkGBFj2R7kPL-7xZLCUhhuZ6E2R4xaa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/MasalaCheeseFrenchFries.jpg,100
Nuggets,ProductType,7,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",60,,https://drive.google.com/file/d/1Wl35GEEhFOQp2ZIekuHt0dO7KL8tLy-I/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/Nuggets.jpg,80
Cheese Nuggets,ProductType,8,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",70,,https://drive.google.com/file/d/1pTPAaSox-9KOtJrpnickgL23VRMG2Fkw/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CheeseNuggets.jpg,90
Nuggets With Schezwan,ProductType,9,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",70,,https://drive.google.com/file/d/1MthnANFXgWqzTFeOlQkLj9Q9EP7hGjta/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/NuggetsWithSchezwan.jpg,90
Potato Tikki,ProductType,10,"Inventory,Food,Cafe,Fast-Food,Vegeterian,",60,,https://drive.google.com/file/d/1dfsm5dsbxAyt1GYV6NRVLzQFmwHOteB3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/PotatoTikki.jpg,80
Maggie,ProductClass,1,"Inventory,Food,Cafe,",,,https://drive.google.com/file/d/1tlzElR_-mFvrwPO5I7sxPlf89r-100c9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Maggie.png,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Maggie,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Maggie,",,,,,
Veg Maggie,ProductType,4,"Inventory,Food,Cafe,Maggie,Vegeterian,",50,,https://drive.google.com/file/d/1c5LZd4WBPSbV-31C24euqOpdAOM7hErP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Maggie.jpg,
Cheese Maggie,ProductType,5,"Inventory,Food,Cafe,Maggie,Vegeterian,",60,,https://drive.google.com/file/d/13KbNG0c977fOnUzdU1xwxIizy1BtofC1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CheeseMaggie.jpg,
Cheese Paneer Maggie,ProductType,6,"Inventory,Food,Cafe,Maggie,Vegeterian,",70,,https://drive.google.com/file/d/15z1THM99dC02664pxk8y7o7TCEY0k3UQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CheesePaneerMaggie.jpg,
Corn Maggie,ProductType,7,"Inventory,Food,Cafe,Maggie,Vegeterian,",60,,https://drive.google.com/file/d/1S43FCeGsm-Ak2eoR_Cjn36FNhs8K1Zyc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CornMaggie.jpg,
