label,nodeType,order,path,price,description,link,imageLink,Zomato,Swiggy
Mutton Handi Full,ProductUnit,5,"Inventory,Food,Restaurant,Main Course,NonVegeterian,Mutton Handi,",1100,,https://drive.google.com/file/d/1FycDNv3fIZ4FgUmyTHr5bWKHB-S7JPU9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandiFull.jpg,,
Mutton Handi Half,ProductUnit,6,"Inventory,Food,Restaurant,Main Course,NonVegeterian,Mutton Handi,",650,,https://drive.google.com/file/d/1rSZt2OdDaPDJaxpteehvbb3EICXF11Ge/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandiHalf.jpg,,
Mutton Lahori,ProductType,7,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",200,,https://drive.google.com/file/d/1b-JBW42iNXn6-NSbsu4vGRH246o0oOqd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodlinksgapApril25/MuttonLahori.jpg,,
Mutton Badami,ProductType,8,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",220,,https://drive.google.com/file/d/1mNU4aV9QyqxdeRvvKDeBxLYPl5gF7dGS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food01092022/MuttonBadami.jpg,,
Mutton Angara,ProductType,9,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1wco1KalTacOp0xjuPaNoVswR7IpUNtBD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MuttonAngara.jpg,,180
Mutton Kasturi,ProductType,10,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",240,,https://drive.google.com/file/d/1RanhEfWuKjs7paxv9f2hqD1ATs6icm4Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food01092022/MuttonKasturi.jpg,,
Mutton Rezala,ProductType,11,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",220,,https://drive.google.com/file/d/1WxLeSJF6eYNKbgrE2vkB6nHXkVvCbw7W/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food01092022/MuttonRezala.jpg,,
Mutton Hyderabadi,ProductType,12,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1kPUTpvkvYdUE34RBwE5zp36JGKWgXkbj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MuttonHyderabadi.jpg,,
Mutton Mughlai,ProductType,13,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1bo2qiBXkIDblnParmmXE38A0LYlKOlTs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMughlai.jpg,,180
Mutton Chatpata,ProductType,14,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",200,,https://drive.google.com/file/d/1F3y4WKG2WZ9puWdjMKOdjT3O_nmxmJxg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food122021/MuttonChatpata.jpg,,
Mutton Tawa,ProductType,15,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1MK9SGK2Q0tNnQwR9Xr_Eh6EpkR6gl02X/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MuttonTawa.jpg,,180
Mutton Korma,ProductType,16,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",170,,https://drive.google.com/file/d/1a8t0GRghotE0KEfbiZng666jZOC4FAqT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/muttonkorma.jpg,,180
Mutton Good Luck Special,ProductType,17,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",400,,,,,
Chicken Handi,ProductType,18,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",700,,https://drive.google.com/file/d/1RMADFPBuSEsBClMMjRRF3Ywu4mtb54pt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandi.jpg,,
Chicken Handi Full,ProductUnit,19,"Inventory,Food,Restaurant,Main Course,NonVegeterian,Chicken Handi,",700,,https://drive.google.com/file/d/1LabfJ7U7HGWmo2mIPWym0Wm76D0yr7tH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandiFull.jpg,,
Chicken Handi Half,ProductUnit,20,"Inventory,Food,Restaurant,Main Course,NonVegeterian,Chicken Handi,",450,,https://drive.google.com/file/d/1XLzwK9SmXm48SjgSpen2LYnKWNg5f2Pv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandiHalf.jpg,,
Chicken Maharani,ProductType,21,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1KX_ebeMcCnq68l4lCTuMj9E41WRsWGz_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food01092022/ChickenMaharani.jpg,,
Chicken Maharaja,ProductType,22,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1WaUnrjrXIZcc7tzb-r8CiW8NrYFq_m0_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMaharaja.jpg,,180
Chicken Angara,ProductType,23,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",160,,https://drive.google.com/file/d/18gwt4OLjzx18MzmZPlFXRjIwluiEeeb-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ChickenAngara.jpg,,
Chicken Tawa,ProductType,24,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",160,,https://drive.google.com/file/d/13R5cQOyDXNNPjbruhS06ERhGQKBAYZ9N/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ChickenTawa.jpg,,
Chicken Korma,ProductType,25,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",160,,https://drive.google.com/file/d/1IimFcqKkIfEAHeDjOYVeam2dPxcjU_rg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenKorma.jpg,160,
Chicken Chatpata,ProductType,26,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",170,,https://drive.google.com/file/d/1jSvbzJcviOtx3MCJZ17Kkk-eiOMPL68f/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food122021/ChickenChatpata.jpg,,
Chicken Peshwari,ProductType,27,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1mBJI-sxqic9li_54QcqWJAvTX2lFWuQp/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220524/ChickenPeshwari.jpg,,
Chicken Hyderabadi,ProductType,28,"Inventory,Food,Restaurant,Main Course,NonVegeterian,",180,,https://drive.google.com/file/d/1v4gBn4uLZGTEhpGbM-qIe35AV4AXhdBO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ChickenHyderabadi.jpg,,
