label,nodeType,order,path,price,description,ingredients,link,imageLink,Swiggy ,Zomato
Chicken Mix Fried Rice,ProductType,13,"Inventory,Food,Restaurant,Rice,NonVegeterian,",100,," chopped chicken meat, egg, cups cooked white rice,/ tbsp Black pepper, tablespoons soy sauce, teaspoon ground black pepper, tablespoon vegetable oil,etc",https://drive.google.com/file/d/1t8SAwvnsXrsZGjQyBdp1l8z7r3iqH4wE/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMixFriedRice.jpg,,
Chicken Mix Fried Rice Full,ProductUnit,14,"Inventory,Food,Restaurant,Rice,NonVegeterian,Chicken Mix Fried Rice,",100,," chopped chicken meat, egg, cups cooked white rice,/ tbsp Black pepper, tablespoons soy sauce, teaspoon ground black pepper, tablespoon vegetable oil,etc",https://drive.google.com/file/d/1VuTvrUy4sI4fKLOwX5BDpzow_wux0a82/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/ChickenMixFriedRiceFull.jpg,,
Chicken Mix Fried Rice Half,ProductUnit,15,"Inventory,Food,Restaurant,Rice,NonVegeterian,Chicken Mix Fried Rice,",60,," chopped chicken meat, egg, cups cooked white rice,/ tbsp Black pepper, tablespoons soy sauce, teaspoon ground black pepper, tablespoon vegetable oil,etc",https://drive.google.com/file/d/1aEPKe6tfXE74IYVsqySi11QfsL7LhB1X/view?usp=sharing,,,
Egg Rice,ProductType,16,"Inventory,Food,Restaurant,Rice,NonVegeterian,",40,," Eggs, cup rice,/  salt, onion, finely chopped, tbsp oil, garlic cloves, finely chopped, tbsp celery, finely chopped,  soya sauce,  chilli sauce, tbsp oil.",https://drive.google.com/file/d/163VOSG_WBFTS5B66JWpaSHzbMItl3SV5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/EggRice.jpg,,
Singapore Chicken Rice,ProductType,17,"Inventory,Food,Restaurant,Rice,NonVegeterian,",100,,, ,,,
Noodles,ProductClass,1,"Inventory,Food,Restaurant,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Noodles.jpg,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Noodles,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,
Vegeterian,ProductLine,3,"Inventory,Food,Restaurant,Noodles,",,,,,,,
Chicken Hongkong Noodles,ProductType,4,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",120,," cups cooked Noodles,/ cup french beans,/ cup carrot,/ cup capsicum, onion,/ teaspoon peppercorn, cup cooked, chopped chicken meat,etc",,,,
Chicken Hongkong Noodles Full,ProductUnit,5,"Inventory,Food,Restaurant,Noodles,NonVegeterian,Chicken Hongkong Noodles,",120,," cups cooked Noodles,/ cup french beans,/ cup carrot,/ cup capsicum, onion,/ teaspoon peppercorn, cup cooked, chopped chicken meat,etc",https://drive.google.com/file/d/1E8RnbNiuPURsTV_nnNgPJ_CSNe17L-9h/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHongkongNoodlesFull.jpg,,
Chicken Hongkong Noodles Half,ProductUnit,6,"Inventory,Food,Restaurant,Noodles,NonVegeterian,Chicken Hongkong Noodles,",70,," cups cooked Noodles,/ cup french beans,/ cup carrot,/ cup capsicum, onion,/ teaspoon peppercorn, cup cooked, chopped chicken meat,etc",https://drive.google.com/file/d/1zHsl7iyO4EQMg52wQo_Rg2A5fjYZ_-Y1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHongkongNoodlesHalf.jpg,,
Chicken Noodles,ProductType,7,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",50,,,https://drive.google.com/file/d/1hCKZ_M9i7X0_mP0d9-peOhU3TRWUVt9X/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenNoodles.jpg,,50
Chicken Schezwan Noodles,ProductType,8,"Inventory,Food,Restaurant,Noodles,NonVegeterian,Chicken Noodles,",60,," grams Hakka noodles, grams boneless chicken breast, medium sized carrot,/ medium sized green and red capsicums, tbsp schezwan sauce,/  soy sauce,/  pepper powder,salt as needed,etc",https://drive.google.com/file/d/1usXndyIWtN7LDw77MfqQXnUk4yVEPBdv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenSchezwanNoodles.jpg,,60
Singapore Chicken Noodles,ProductType,9,"Inventory,Food,Restaurant,Noodles,NonVegeterian,Chicken Noodles,",100,,,https://drive.google.com/file/d/1eUO5T6ReO4FrnaSK6GKfoxxcs2tgp5dD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/SingaporeChickenNoodles.jpg,,100
Mix Noodles,ProductType,10,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",90,,,https://drive.google.com/file/d/1_VoPvgZmw3D1S6g9G1RLXSC-zqp5b9CT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/MixNoodles.jpg,,
Chicken Hongkong Noodles,ProductType,11,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",120,," cups cooked Noodles,/ cup french beans,/ cup carrot,/ cup capsicum, onion,/ teaspoon peppercorn, cup cooked, chopped chicken meat,etc",,,,
Chicken Hongkong Noodles Full,ProductUnit,12,"Inventory,Food,Restaurant,Noodles,NonVegeterian,Chicken Hongkong Noodles,",120,," cups cooked Noodles,/ cup french beans,/ cup carrot,/ cup capsicum, onion,/ teaspoon peppercorn, cup cooked, chopped chicken meat,etc",https://drive.google.com/file/d/1E8RnbNiuPURsTV_nnNgPJ_CSNe17L-9h/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHongkongNoodlesFull.jpg,,
Chicken Hongkong Noodles Half,ProductUnit,13,"Inventory,Food,Restaurant,Noodles,NonVegeterian,Chicken Hongkong Noodles,",70,," cups cooked Noodles,/ cup french beans,/ cup carrot,/ cup capsicum, onion,/ teaspoon peppercorn, cup cooked, chopped chicken meat,etc",https://drive.google.com/file/d/1zHsl7iyO4EQMg52wQo_Rg2A5fjYZ_-Y1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHongkongNoodlesHalf.jpg,,
Manchow Soup,ProductType,4,"Inventory,Food,Restaurant,Soups,Vegeterian,",40,," tbsp Oil,  Garlic,  Ginger,,  Green Chilies,½ Cups Mixed Vegetable, Cups Vegetable Stock/water, tbsp green Chili Sauce,  Soy sauce,  Vinegar,Salt to taste,½  black Pepper Powder,  Corn Flour, (Mix with  tbsp water),Fried noodles.",https://drive.google.com/file/d/1BijFXiqsbR-131VPPi7c_m-RTkvarToW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ManchowSoup.jpg,,40
Hot And Sour Soup,ProductType,5,"Inventory,Food,Restaurant,Soups,Vegeterian,",40,,,https://drive.google.com/file/d/1lKGpyKmEvcYbRns_2VEx1uBV01301bpF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotSourSoup.jpg,,40
